flow_display,label,start_ts,eval_n,duration_s,total_pkts,total_bytes,pkts_up,mean_pkt_sz,std_pkt_sz,min_pkt_sz,max_pkt_sz,mean_pkt_sz_up,std_iat,mean_iat_up,std_iat_up,std_iat_down,byte_ratio_up,pkt_ratio_up,seq_size_00,seq_size_01,seq_size_02,seq_size_03,seq_size_04,seq_size_05,seq_size_06,seq_size_07,seq_size_08,seq_size_09,seq_size_10,seq_size_11,seq_size_12,seq_size_13,seq_size_14,seq_size_15,seq_size_16,seq_size_17,seq_size_18,seq_size_19,seq_dir_00,seq_dir_01,seq_dir_02,seq_dir_03,seq_dir_04,seq_dir_05,seq_dir_06,seq_dir_07,seq_dir_08,seq_dir_09,seq_dir_10,seq_dir_11,seq_dir_12,seq_dir_13,seq_dir_14,seq_dir_15,seq_dir_16,seq_dir_17,seq_dir_18,seq_dir_19,seq_iat_00,seq_iat_01,seq_iat_02,seq_iat_03,seq_iat_04,seq_iat_05,seq_iat_06,seq_iat_07,seq_iat_08,seq_iat_09,seq_iat_10,seq_iat_11,seq_iat_12,seq_iat_13,seq_iat_14,seq_iat_15,seq_iat_16,seq_iat_17,seq_iat_18,seq_iat_19,tls_up_00,tls_up_01,tls_up_02,tls_up_03,tls_up_04,tls_up_05,tls_up_06,tls_up_07,tls_up_08,tls_up_09,tls_up_10,tls_up_11,tls_up_12,tls_up_13,tls_up_14,tls_up_15,tls_up_16,tls_up_17,tls_up_18,tls_up_19,tls_down_00,tls_down_01,tls_down_02,tls_down_03,tls_down_04,tls_down_05,tls_down_06,tls_down_07,tls_down_08,tls_down_09,tls_down_10,tls_down_11,tls_down_12,tls_down_13,tls_down_14,tls_down_15,tls_down_16,tls_down_17,tls_down_18,tls_down_19
10.11.0.30:47942 → 10.11.0.5:8440,1,1782734089.586997,n3,0.0034430027008056,3,2856,2,952.0,1282.8316335357497,80,2425,215.5,0.0002560842515521,0.0001969337463378,0.0,0.0,0.1509103641456582,0.6666666666666666,2425,80,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005590915679931,0.0001969337463378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47942 → 10.11.0.5:8440,1,1782734089.586997,n5,0.0034899711608886,5,3449,3,689.8,987.1796695637528,80,2425,171.33333333333334,0.0002528125228957,0.0001219511032104,0.0001060414708534,0.0,0.1490287039721658,0.6,2425,80,351,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005590915679931,0.0001969337463378,3.88622283935e-05,8.1062316894e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,346,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n3,0.005713939666748,3,3316,2,1105.3333333333333,1199.8876336279716,80,2425,445.5,0.0003365004385109,0.0002880096435546,0.0,0.0,0.2686972255729795,0.6666666666666666,2425,80,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414,0.0002880096435546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n5,0.0057699680328369,5,3909,3,781.8,968.978689136144,80,2425,324.6666666666667,0.0003469784895251,0.0001720190048217,0.0001640355344043,0.0,0.2491685853159375,0.6,2425,80,811,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414,0.0002880096435546,2.5987625122e-05,3.00407409667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,806,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n8,2.8376729488372803,8,4651,5,581.375,786.4209954870591,80,2425,307.8,1.06815387877121,0.7080617547035217,1.4158342318946255,0.0026213653899835,0.3308965813803483,0.625,2425,80,811,510,83,177,406,159,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414,0.0002880096435546,2.5987625122e-05,3.00407409667e-05,0.0047550201416015,2.8270580768585205,8.98838043212e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,806,78,401,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:48220 → 10.11.0.5:8443,4,1782734093.091497,n3,4.579574108123779,3,15954,0,5318.0,3329.001652147382,1474,7240,0.0,3.238192104373231,0.0,0.0,3.238192104373231,-0.0,0.0,1474,7240,7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.579522132873535,2.69412994384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:48220 → 10.11.0.5:8443,4,1782734093.091497,n5,4.579584121704102,5,30434,0,6086.8,3292.834523628541,1474,10136,0.0,2.289754907314017,0.0,0.0,2.289754907314017,-0.0,0.0,1474,7240,7240,10136,4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.579522132873535,2.69412994384e-05,6.9141387939e-06,3.0994415283e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15949,16401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55528 → 10.11.0.5:8443,4,1782734093.076005,n10,8.852109909057617,10,4852,5,485.2,723.4865889872767,24,2425,307.8,2.1037736039997608,0.7080617547035217,1.4158342318946255,2.861492849243835,0.3171887881286067,0.5,2425,80,811,510,83,177,406,159,177,24,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.0007638931274414,0.0002880096435546,2.5987625122e-05,3.00407409667e-05,0.0047550201416015,2.8270580768585205,8.98838043212e-05,0.0051040649414062,6.009332895278931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,806,78,401,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,172,19,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38182 → 10.11.0.5:8441,2,1782734105.211006,n3,0.0057301521301269,3,3163,2,1054.3333333333333,1221.70632041147,80,2425,369.0,0.0003218333352291,0.0003349781036376,0.0,0.0,0.233322794815049,0.6666666666666666,2425,80,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007901191711425,0.0003349781036376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38182 → 10.11.0.5:8441,2,1782734105.211006,n5,0.0057971477508544,5,3756,3,751.2,970.2410525225164,80,2425,273.6666666666667,0.0003575646556512,0.0002009868621826,0.0001894922309049,0.0,0.2185835995740149,0.6,2425,80,658,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007901191711425,0.0003349781036376,2.69412994384e-05,4.0054321289e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,653,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53044 → 10.11.0.5:8444,5,1782734113.555226,n3,0.0045599937438964,3,2711,2,903.6666666666666,1319.018700903567,80,2425,143.0,0.0003982034247309,0.0002570152282714,0.0,0.0,0.1054961268904463,0.6666666666666666,2425,80,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008201599121093,0.0002570152282714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53044 → 10.11.0.5:8444,5,1782734113.555226,n5,0.0115218162536621,5,3650,2,730.0,962.9514525665352,80,2425,143.0,0.0032578033364081,0.0002570152282714,0.0,0.0040366565629793,0.0783561643835616,0.4,2425,80,206,510,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008201599121093,0.0002570152282714,8.79764556884e-05,0.0068738460540771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37738 → 10.11.0.5:8445,6,1782734148.810863,n3,0.0056619644165039,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0004143878145591,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009620189666748,0.0003759860992431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37738 → 10.11.0.5:8445,6,1782734148.810863,n5,0.0139169692993164,5,3650,2,730.0,962.9514525665352,80,2425,143.0,0.0039028064643179,0.0004069805145263,0.0,0.0048910574759922,0.0783561643835616,0.4,2425,80,510,206,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009620189666748,0.0003759860992431,3.09944152832e-05,0.0082240104675292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55340 → 10.11.0.5:8442,3,1782734152.421344,n3,0.0060360431671142,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.000402418109582,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009810924530029,0.0004119873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:55340 → 10.11.0.5:8442,3,1782734152.421344,n5,0.0061209201812744,5,3846,3,769.2,968.9136700449632,80,2425,303.6666666666667,0.0004438808173634,0.0002484321594238,0.0002552413145819,0.0,0.2368694747789911,0.6,2425,80,510,748,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009810924530029,0.0004119873046875,1.69277191162e-05,6.79492950439e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,743,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50806 → 10.11.0.5:8443,4,1782734152.434833,n3,0.0045039653778076,3,3677,2,1225.6666666666667,1173.4207827260147,80,2425,626.0,0.0003526848283391,0.000270128250122,0.0,0.0,0.3404949687245037,0.6666666666666666,2425,80,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007688999176025,0.000270128250122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50806 → 10.11.0.5:8443,4,1782734152.434833,n5,0.004591941833496,5,4270,3,854.0,985.014974505464,80,2425,445.0,0.0003420041386994,0.0001790523529052,0.0001288007690492,0.0,0.3126463700234192,0.6,2425,80,1172,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007688999176025,0.000270128250122,5.79357147216e-05,3.00407409667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1167,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:48220 → 10.11.0.5:8443,4,1782734093.091497,n8,59.36577010154724,8,55741,0,6967.625,2983.1299927377336,1474,10827,0.0,20.489922758818235,0.0,0.0,20.489922758818235,-0.0,0.0,1474,7240,7240,10136,4344,10827,7240,7240,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.579522132873535,2.69412994384e-05,6.9141387939e-06,3.0994415283e-06,2.88486480712e-05,54.78612804412842,2.90870666503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15949,16401,16401,6970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:49336 → 10.11.0.5:8443,4,1782734160.138883,n3,0.0059618949890136,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0004732248150803,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010821819305419,0.0004129409790039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:49336 → 10.11.0.5:8443,4,1782734160.138883,n5,0.0060529708862304,5,3464,3,692.8,985.914651478514,80,2425,176.33333333333334,0.000489358702548,0.0002520084381103,0.000251532391913,0.0,0.1527136258660508,0.6,2425,80,510,366,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010821819305419,0.0004129409790039,1.69277191162e-05,7.41481781005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,361,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47774 → 10.11.0.5:8444,5,1782734160.151519,n3,0.004533052444458,3,3251,2,1083.6666666666667,1208.4164569109994,80,2425,413.0,0.0003585853871306,0.0003080368041992,0.0,0.0,0.2540756690249154,0.6666666666666666,2425,80,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008151531219482,0.0003080368041992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47774 → 10.11.0.5:8444,5,1782734160.151519,n5,0.0046310424804687,5,3844,3,768.8,968.925022899089,80,2425,303.0,0.000361886340228,0.0001924037933349,0.0001635297722222,0.0,0.2364724245577523,0.6,2425,80,746,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008151531219482,0.0003080368041992,7.67707824707e-05,2.121925354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,741,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:48220 → 10.11.0.5:8443,4,1782734093.091497,n10,67.0662431716919,10,64455,0,6445.5,3159.1386044651827,1474,10827,0.0,17.965330720811963,0.0,0.0,17.965330720811963,-0.0,0.0,1474,7240,7240,10136,4344,10827,7240,7240,1474,7240,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,4.579522132873535,2.69412994384e-05,6.9141387939e-06,3.0994415283e-06,2.88486480712e-05,54.78612804412842,2.90870666503e-05,5.9604644775e-06,7.700467109680176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15949,16401,16401,6970,15949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:43600 → 10.11.0.5:8440,1,1782734168.310189,n3,0.0061860084533691,3,2711,2,903.6666666666666,1319.018700903567,80,2425,143.0,0.0004123647658305,0.0003769397735595,0.0,0.0,0.1054961268904463,0.6666666666666666,2425,80,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009601116180419,0.0003769397735595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:43600 → 10.11.0.5:8440,1,1782734168.310189,n5,0.0153729915618896,5,3650,2,730.0,962.9514525665352,80,2425,143.0,0.003270010459772,0.0003769397735595,0.0,0.0031170123284716,0.0783561643835616,0.4,2425,80,206,510,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009601116180419,0.0003769397735595,0.001720905303955,0.0074660778045654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:60632 → 10.11.0.5:8442,3,1782734206.723686,n3,0.0029809474945068,3,2922,2,974.0,1267.8497545056357,80,2425,248.5,0.0001852775460538,0.0001389980316162,0.0,0.0,0.1700889801505818,0.6666666666666666,2425,80,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004010200500488,0.0001389980316162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:60632 → 10.11.0.5:8442,3,1782734206.723686,n5,0.0030210018157958,5,3515,3,703.0,981.9442448530364,80,2425,193.33333333333331,0.0001799207315819,8.55922698974e-05,7.55271525315e-05,0.0,0.1650071123755334,0.6,2425,80,417,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004010200500488,0.0001389980316162,3.21865081787e-05,7.8678131103e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,412,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:49806 → 10.11.0.5:8444,5,1782734207.881224,n3,0.0055611133575439,3,3237,2,1079.0,1210.3978684713552,80,2425,406.0,0.0004958155258821,0.0003769397735595,0.0,0.0,0.2508495520543713,0.6666666666666666,2425,80,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010781288146972,0.0003769397735595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:49806 → 10.11.0.5:8444,5,1782734207.881224,n5,0.0056290626525878,5,3830,3,766.0,969.0276053859352,80,2425,298.3333333333333,0.0004926142116603,0.0002224445343017,0.0002184892626804,0.0,0.2336814621409921,0.6,2425,80,732,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010781288146972,0.0003769397735595,5.79357147216e-05,1.00135803222e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,727,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:44006 → 10.11.0.5:8444,5,1782734230.048841,n3,0.0045599937438964,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0003118866789806,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007920265197753,0.0003509521484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:44006 → 10.11.0.5:8444,5,1782734230.048841,n5,0.0046250820159912,5,4119,3,823.8,975.0926622634385,80,2425,394.6666666666667,0.0003602585661719,0.0002080202102661,0.0002078682568557,0.0,0.2874484098082058,0.6,2425,80,510,1021,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007920265197753,0.0003509521484375,4.0531158447e-06,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1016,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53044 → 10.11.0.5:8444,5,1782734113.555226,n8,116.50405502319336,8,10544,2,1318.0,1090.152151897025,80,2425,143.0,22.3677881360325,0.0002570152282714,0.0,23.592069196185868,0.0271244309559939,0.25,2425,80,206,510,429,2298,2298,2298,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008201599121093,0.0002570152282714,8.79764556884e-05,0.0068738460540771,46.61269807815552,47.71646308898926,22.16337203979492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,2293,2293,2293,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37324 → 10.11.0.5:8440,1,1782734246.643169,n3,0.0067341327667236,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0004560289008878,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010409355163574,0.0003960132598876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
