flow_display,label,duration_s,total_pkts,total_bytes,pkts_up,mean_pkt_sz,std_pkt_sz,min_pkt_sz,max_pkt_sz,mean_pkt_sz_up,std_iat,mean_iat_up,std_iat_up,std_iat_down,byte_ratio_up,pkt_ratio_up,entropy,seq_size_00,seq_size_01,seq_size_02,seq_size_03,seq_size_04,seq_size_05,seq_size_06,seq_size_07,seq_size_08,seq_size_09,seq_size_10,seq_size_11,seq_size_12,seq_size_13,seq_size_14,seq_size_15,seq_size_16,seq_size_17,seq_size_18,seq_size_19,seq_dir_00,seq_dir_01,seq_dir_02,seq_dir_03,seq_dir_04,seq_dir_05,seq_dir_06,seq_dir_07,seq_dir_08,seq_dir_09,seq_dir_10,seq_dir_11,seq_dir_12,seq_dir_13,seq_dir_14,seq_dir_15,seq_dir_16,seq_dir_17,seq_dir_18,seq_dir_19,seq_iat_00,seq_iat_01,seq_iat_02,seq_iat_03,seq_iat_04,seq_iat_05,seq_iat_06,seq_iat_07,seq_iat_08,seq_iat_09,seq_iat_10,seq_iat_11,seq_iat_12,seq_iat_13,seq_iat_14,seq_iat_15,seq_iat_16,seq_iat_17,seq_iat_18,seq_iat_19,tls_up_03,tls_up_04,tls_up_05,tls_up_06,tls_up_07,tls_up_08,tls_up_09,tls_up_10,tls_up_11,tls_up_12,tls_up_13,tls_up_14,tls_up_15,tls_up_16,tls_up_17,tls_up_18,tls_up_19,tls_down_08,tls_down_09,tls_down_10,tls_down_11,tls_down_12,tls_down_13,tls_down_14,tls_down_15,tls_down_16,tls_down_17,tls_down_18,tls_down_19
10.11.0.40:53276 → 10.11.0.20:9443,0,21.273550033569336,8,2557,4,319.625,251.8026083491364,80,783,149.75,0.7516065330150158,0.8703666528066,1.0519347206710405,1.0401119097402,0.2342588971450919,0.5,5.65625,80,574,173,156,173,445,173,783,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037097930908203125,0.0002040863037109375,0.027868986129760742,0.5431158542633057,0.019761085510253906,2.0197789669036865,0.016669034957885742,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:35168 → 10.11.0.20:9443,0,1.266801118850708,15,3321,4,221.4,210.1512380576019,24,594,105.75,0.14465974097854645,0.4204853375752767,0.727207592133264,0.15872972889791268,0.12737127371273713,0.26666666666666666,5.738204882778696,80,289,574,151,90,174,594,175,322,174,594,30,26,24,24,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,0,0.00015592575073242188,0.00007605552673339844,0.00025200843811035156,0.0002231597900390625,0.1547558307647705,0.4615919589996338,0.21686506271362305,0.0009140968322753906,0.30411696434020996,0.0907139778137207,0.030683040618896484,0.0004508495330810547,0.0002951622009277344,0.0003619194030761719,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,589,170,317,169,589,21,19,0,0,0,0
10.11.0.40:35178 → 10.11.0.20:9443,0,13.424971103668213,6,1312,3,218.66666666666666,177.4910326373326,80,574,142,1.2583363873563207,1.416311502456665,2.002200537025909,1.999945680630576,0.3246951219512195,0.5,5.71875,80,574,173,156,173,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002949237823486328,0.00024700164794921875,0.010938882827758789,2.8211421966552734,0.018393993377685547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:60536 → 10.11.0.20:9443,0,16.640949964523315,40,8639,2,215.975,75.46250130073936,24,574,129.5,0.21027410246818992,0.0007791519165039063,0,0.1898093590144663,0.029980321796504224,0.05,5.662349367586925,80,574,179,241,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0004169940948486328,0.00036215782165527344,0.0006849765777587891,0.00023293495178222656,0.33903002738952637,0.6733739376068115,0.2755439281463623,0.45394015312194824,0.40390586853027344,0.5989229679107666,0.42849206924438477,0.5530910491943359,0.46972203254699707,0.4141838550567627,0.34450817108154297,0.4252359867095947,0.35942983627319336,0.7436220645904541,0.6993811130523682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,216,216,216,216,216,216,216,216,216,216
10.11.0.40:60546 → 10.11.0.20:9443,0,3.28938889503479,20,8842,4,442.1,905.2562824096308,24,4177,105.75,0.2078237122396597,1.0944506327311199,1.8951349315264672,0.21151820266506635,0.04783985523637186,0.2,5.382659765557392,80,289,574,151,90,144,172,594,169,594,170,594,173,4177,173,594,30,26,24,24,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0.00025391578674316406,0.00016808509826660156,0.0005190372467041016,0.00038695335388183594,0.5454418659210205,0.07004499435424805,0.47305917739868164,0.07205986976623535,0.4728851318359375,0.10186886787414551,0.44266414642333984,0.21051979064941406,0.3306879997253418,0.06521415710449219,0.47437596321105957,0.022867918014526367,0.00017309188842773438,0.00007390975952148438,0.00008702278137207031,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,167,589,164,589,165,589,168,4172,168,589,21
10.11.0.40:60562 → 10.11.0.20:9443,0,13.784088850021362,9,101462,2,11273.555555555555,11780.078173670063,80,35464,132,0.029778967517481457,0.0008990764617919922,0,0.03456222726830414,0.002601959354240997,0.2222222222222222,5.581954882778696,80,574,184,7240,7240,14480,14480,21720,35464,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0005471706390380859,0.00035190582275390625,0.08447098731994629,0.00003790855407714844,0.00002002716064453125,0.000014066696166992188,0.00003695487976074219,0.0007200241088867188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401,16401,16401,16401,2183,0,0,0,0,0,0,0
10.11.0.40:51656 → 10.11.0.20:9443,0,0.8771560192108154,11,22154,4,2014,3082.268709895359,24,7240,152.75,0.15267030595947167,0.17473967870076498,0.2571030916456765,0.27257789423912465,0.027579669585627877,0.36363636363636365,5.644454882778696,80,574,173,310,173,310,185,7240,7240,5845,24,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0.00031185150146484375,0.000244140625,0.0025980472564697266,0.051033973693847656,0.0040700435638427734,0.4659609794616699,0.22726798057556152,0.0001628398895263672,0.00003719329833984375,0.11937785148620605,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401,3914,19,0,0,0,0,0,0,0,0,0
10.11.0.30:33816 → 10.11.0.5:8445,6,0.007044076919555664,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00022443128262519547,0.00004947185516357422,0.00003894368802406609,0.00031499046637913395,0.3656532456861134,0.42857142857142855,5.506099367586925,80,275,287,90,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007700920104980469,0.0000021457672119140625,0.000019788742065429688,0.00001621246337890625,0.0005729198455810547,0.000019073486328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:54882 → 10.11.0.5:8440,1,0.01297903060913086,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00040803258676381696,0.00007557868957519531,0.00008564239617413667,0.0005745571834801244,0.3656532456861134,0.42857142857142855,5.476409765557392,80,287,275,90,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001201629638671875,0.000015974044799804688,0.000015020370483398438,0.000009059906005859375,0.001033782958984375,0.00003719329833984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:58394 → 10.11.0.20:9443,0,0.9810140132904053,13,3191,4,245.46153846153845,285.5277614595515,24,925,105.75,0.14967847599762774,0.3247640132904053,0.5614781361667543,0.17211427172359942,0.13256032591664055,0.3076923076923077,5.568599367586925,80,289,574,151,90,177,925,176,625,30,26,24,24,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0.00032806396484375,0.000050067901611328125,0.00043582916259765625,0.00040912628173828125,0.2619359493255615,0.0007770061492919922,0.29865002632141113,0.0012860298156738281,0.4095590114593506,0.0004029273986816406,0.00024008750915527344,0.00021791458129882813,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,920,171,620,21,19,0,0,0,0,0,0
10.11.0.40:33424 → 10.11.0.20:9443,0,24.4461190700531,72,35018,5,486.3611111111111,927.9880145163902,24,4178,91,0.29473659091236554,6.1101497411727905,9.498630929543873,0.2894529203449572,0.012993317722314239,0.06944444444444445,5.59375,80,289,574,151,90,175,778,173,921,175,4178,172,323,175,594,172,172,175,594,177,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.00023484230041503906,0.00007295608520507813,0.0005090236663818359,0.0004191398620605469,0.3950018882751465,0.0004570484161376953,0.4297640323638916,0.0002880096435546875,0.9978969097137451,0.0006160736083984375,0.6075809001922607,0.0004839897155761719,0.698199987411499,0.5231671333312988,0.13191986083984375,0.7450530529022217,0.887908935546875,0.06901812553405762,0.9175889492034912,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,773,168,916,170,4173,167,318,170,589,167,167
10.11.0.40:42222 → 10.11.0.20:9443,0,9.190505981445313,6,3229,3,538.1666666666666,573.6233665626486,80,1616,142,1.079556550812858,1.2156250476837158,1.7183020628548313,1.7257917264226112,0.13192938990399505,0.5,5.581954882778696,80,574,173,1616,173,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033593177795410156,0.00026607513427734375,0.008050918579101563,2.4225971698760986,0.02635788917541504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:55736 → 10.11.0.20:9443,0,10.289982080459595,6,21164,2,3527.3333333333335,3597.689351051125,80,7240,132.5,0.05000647460739517,0.0005919933319091797,0,0.06473723594418168,0.012521262521262521,0.3333333333333333,5.519454882778696,80,574,185,7240,7240,5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037097930908203125,0.00022101402282714844,0.11202406883239746,0.00017380714416503906,0.00006008148193359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39978 → 10.11.0.5:8440,1,0.019355058670043945,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0007781723217702808,0.0001569986343383789,0.00016673293270909678,0.0011681781554681201,0.3656532456861134,0.42857142857142855,5.581954882778696,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015783309936523438,0.00005412101745605469,0.0000629425048828125,0.00003910064697265625,0.0019779205322265625,0.0000591278076171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37060 → 10.11.0.5:8444,5,0.0197141170501709,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0008530747451904123,0.00015497207641601563,0.00017701676374575493,0.0012811252430860137,0.3656532456861134,0.42857142857142855,5.570159765557392,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014209747314453125,0.000050067901611328125,0.00008797645568847656,0.000029802322387695313,0.002165079116821289,0.00007796287536621094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:38790 → 10.11.0.20:9443,0,4.086767196655273,18,3848,4,213.77777777777777,191.6533499210168,24,594,105.75,0.2633731038039851,1.3598870436350505,2.3534969171803852,0.2597681052913306,0.10992723492723493,0.2222222222222222,5.631099367586925,80,289,574,151,90,174,174,174,594,175,172,325,594,178,30,26,24,24,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0.00023102760314941406,0.00017595291137695313,0.0005190372467041016,0.0005891323089599609,0.42879486083984375,0.4959580898284912,0.45954394340515137,0.29648399353027344,0.3977339267730713,0.8870980739593506,0.00013113021850585938,0.40012288093566895,0.3201761245727539,0.39014387130737305,0.0008969306945800781,0.0007522106170654297,0.00030994415283203125,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169,169,589,170,167,320,589,173,21,19,0
10.11.0.40:47060 → 10.11.0.20:9443,0,13.628742933273315,22,28405,2,1291.1363636363637,699.1482774439297,24,1705,129.5,0.4100797911163094,0.0007190704345703125,0,0.3677020110988545,0.009118113008273192,0.09090909090909091,5.464614648336087,80,574,179,241,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0004451274871826172,0.0002739429473876953,0.0007050037384033203,0.00033783912658691406,1.082827091217041,0.9362900257110596,0.6453499794006348,1.0937130451202393,0.8152210712432861,1.081840991973877,0.5590238571166992,0.6877880096435547,1.0164060592651367,1.08673095703125,1.031477928161621,0.8002181053161621,0.9082520008087158,0.657386064529419,0.5593829154968262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
10.11.0.40:54854 → 10.11.0.20:9443,0,0.6982688903808594,19,30386,8,1599.2631578947369,2445.5451980671864,24,7240,164.25,0.047476855545188316,0.09469471658979144,0.06181650957910763,0.06075219620719252,0.04324359902586718,0.42105263157894735,5.59375,80,574,184,2511,173,615,185,7240,7240,5845,173,310,173,1951,173,310,173,2452,24,0,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,0,0.0002760887145996094,0.00015497207641601563,0.1439509391784668,0.04552507400512695,0.021318912506103516,0.08196496963500977,0.05090808868408203,0.000025033950805664063,0.000010967254638671875,0.017275094985961914,0.0033369064331054688,0.12784790992736816,0.007534980773925781,0.11481118202209473,0.006702899932861328,0.04121899604797363,0.027280092239379883,0.002146005630493164,0,180,168,168,168,168,0,0,0,0,0,0,0,0,0,0,0,0,16401,3914,305,1946,305,2447,19,0,0,0,0,0
10.11.0.30:33780 → 10.11.0.5:8444,5,0.020117998123168945,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0005785925782206244,0.00014495849609375,0.0001554375773081772,0.0008733293163772686,0.3656532456861134,0.42857142857142855,5.34375,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001518726348876953,0.00005316734313964844,0.00004982948303222656,0.00003504753112792969,0.0014829635620117188,0.000057220458984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:58984 → 10.11.0.5:8445,6,0.00748896598815918,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00024871374333481223,0.00004100799560546875,0.00004686729554411416,0.0003501159042639636,0.3656532456861134,0.42857142857142855,5.36930425036562,80,287,275,90,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006198883056640625,0.000012159347534179688,0.000007867813110351563,0.0000021457672119140625,0.0006279945373535156,0.0000209808349609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:55060 → 10.11.0.20:9443,0,8.270241975784302,28,14283,4,510.10714285714283,1052.2147837101518,24,4178,105.75,0.24103352410836745,2.7548367182413735,4.7698786061454665,0.2207363356996527,0.029615626969124134,0.14285714285714285,5.599849367586925,80,289,574,151,90,171,174,593,171,172,170,593,171,171,594,171,172,176,625,4178,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0003170967102050781,0.00006794929504394531,0.00035309791564941406,0.0002498626708984375,0.14896607398986816,0.7786660194396973,0.5320210456848145,0.41936683654785156,0.5907399654388428,0.2886490821838379,0.15984606742858887,0.5871379375457764,0.5455870628356934,0.3272209167480469,0.36901402473449707,0.4453730583190918,0.2596468925476074,0.00044417381286621094,0.38358092308044434,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,169,588,166,167,165,588,166,166,589,166,167
10.11.0.40:57836 → 10.11.0.20:9443,0,0.6235790252685547,13,5932,6,456.3076923076923,659.3626195823996,24,2499,159.33333333333334,0.07390866366497321,0.12312417030334473,0.1365723164870486,0.1214526714041976,0.16115981119352663,0.46153846153846156,5.445159765557392,80,173,574,949,173,310,184,2499,173,310,173,310,24,0,0,0,0,0,0,0,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0.000247955322265625,0.00012803077697753906,0.020413875579833984,0.036221981048583984,0.0014390945434570313,0.09143686294555664,0.23932814598083496,0.11622500419616699,0.004461050033569336,0.10571885108947754,0.0032091140747070313,0.0008258819580078125,0,0,0,0,0,0,0,179,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,305,305,19,0,0,0,0,0,0,0,0
10.11.0.40:33400 → 10.11.0.20:9443,0,0.7706301212310791,11,2054,4,186.72727272727272,212.5813213380192,24,594,105.75,0.18549848137099467,0.2545453707377116,0.43927680404219427,0.23289752027209232,0.2059396299902629,0.36363636363636365,5.675704882778696,80,289,574,151,90,594,172,30,26,24,24,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0.00036597251892089844,0.00010609626770019531,0.0005190372467041016,0.00042891502380371094,0.5920889377593994,0.04424595832824707,0.1243891716003418,0.0008258819580078125,0.00039196014404296875,0.0002741813659667969,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,167,21,19,0,0,0,0,0,0,0,0
10.11.0.40:43706 → 10.11.0.20:9443,0,16.178338050842285,13,123713,2,9516.384615384615,9521.834045484284,184,28960,184,1.745983537675838,4.8116819858551025,0,1.9767463637202451,0.002974626757091009,0.15384615384615385,5.738204882778696,7240,7240,5828,184,2502,184,7240,7240,14480,14480,27512,28960,623,0,0,0,0,0,0,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.0001659393310546875,0.00003409385681152344,4.432805061340332,0.21306896209716797,4.598613023757935,0.13167500495910645,0.00008487701416015625,0.000032901763916015625,0.000019073486328125,0.000023126602172851563,0.000053882598876953125,0.000009059906005859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401,2094,0,0,0,0,0,0,0,0,0,0
10.11.0.40:37718 → 10.11.0.20:9443,0,23.27294898033142,6,12646,3,2107.6666666666665,3027.195181461986,80,7240,132.66666666666666,0.034699233983867095,0.0002319812774658203,0.00019117810484541533,0.05504159251910504,0.03147240234066108,0.5,5.556804250365621,80,574,225,93,7240,4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025916099548339844,0.00010800361633300781,0.00009679794311523438,0.0777289867401123,0.00009322166442871094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:54768 → 10.11.0.20:9443,0,24.780445098876953,51,91080,2,1785.8823529411766,593.1135354064623,24,1999,129.5,0.2199111606931531,0.0005159378051757813,0,0.19885475311031184,0.0028436539306104522,0.0392156862745098,5.71875,80,574,179,241,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0003299713134765625,0.00018596649169921875,0.0003650188446044922,0.00015401840209960938,0.7862358093261719,0.5838241577148438,0.48212504386901855,0.4742109775543213,0.5093660354614258,0.3222808837890625,0.7718648910522461,0.30221009254455566,0.6959490776062012,0.4523639678955078,0.38753604888916016,0.4865589141845703,0.5845010280609131,0.4725050926208496,0.3793649673461914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994
10.11.0.30:35570 → 10.11.0.5:8443,4,0.01913595199584961,7,1312,3,187.42857142857142,104.27025325703259,27,287,180,0.0006406339325994168,0.00014448165893554688,0.0001618438982818331,0.0009715564509351904,0.4115853658536585,0.42857142857142855,5.71875,80,287,287,276,184,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014090538024902344,0.00004792213439941406,0.00007009506225585938,0.000030040740966796875,0.0016360282897949219,0.00005888938903808594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:34364 → 10.11.0.5:8441,2,146.03787899017334,17,51966,2,3056.823529411765,2956.115023034754,80,7240,125,10.60161918902363,0.00026106834411621094,0,10.974842066208229,0.004810837855520917,0.11764705882352941,5.581954882778696,80,170,510,429,7240,2668,7240,2668,417,7240,2668,7240,2668,403,7240,2668,417,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.00026106834411621094,0.00013899803161621094,0.0036859512329101563,25.7657630443573,0.000019073486328125,2.2218079566955566,0.000014066696166992188,3.0589659214019775,4.379347085952759,0.00003886222839355469,21.31481695175171,0.00001621246337890625,9.393709897994995,20.20471501350403,0.00004601478576660156,29.640071868896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9903,412,9903,9903,398,9903,412,0,0,0,0,0
10.11.0.40:55480 → 10.11.0.20:9443,0,8.195403099060059,26,13712,4,527.3846153846154,1094.260739565231,24,4178,105.75,0.31951498610619444,2.729438066482544,4.725973364517846,0.3114410929269215,0.03084889148191365,0.15384615384615385,5.601409765557392,80,289,574,151,90,172,169,174,4178,173,931,174,175,169,175,4178,172,172,169,476,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0002701282501220703,0.00012302398681640625,0.0006010532379150391,0.0004138946533203125,0.7201979160308838,0.762274980545044,0.43990302085876465,0.7740230560302734,0.21657109260559082,0.00023698806762695313,0.40383481979370117,0.6008961200714111,0.2971351146697998,0.883429765701294,0.29944705963134766,0.12438511848449707,0.6883518695831299,0.5070991516113281,0.00032901763916015625,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,164,169,4173,168,926,169,170,164,170,4173,167
10.11.0.40:43854 → 10.11.0.20:9443,0,0.6634910106658936,11,22000,4,2000,3091.119473588816,24,7240,152.75,0.09822997303447045,0.06334598859151204,0.06737492798875926,0.15668621810470015,0.027772727272727272,0.36363636363636365,5.545009133144316,80,574,173,310,173,156,185,7240,7240,5845,24,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0003478527069091797,0.0003361701965332031,0.002051830291748047,0.052694082260131836,0.028822898864746094,0.10578513145446777,0.29050183296203613,0.00010800361633300781,0.000022172927856445313,0.175062894821167,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401,3914,19,0,0,0,0,0,0,0,0,0
10.11.0.40:58652 → 10.11.0.20:9443,0,2.9723880290985107,16,3351,4,209.4375,207.39462183640796,24,633,105.75,0.3130214731552143,0.9883766174316406,1.710443914851921,0.34052336344049344,0.12623097582811102,0.25,5.631099367586925,80,289,574,151,90,172,175,144,174,594,171,633,30,26,24,24,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,0.0004298686981201172,0.00007796287536621094,0.0005199909210205078,0.00047898292541503906,0.18132901191711426,0.8244171142578125,0.26902294158935547,0.3290290832519531,0.9496018886566162,0.005012035369873047,0.00028014183044433594,0.4036579132080078,0.0005910396575927734,0.0003180503845214844,0.0003638267517089844,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,170,139,169,589,166,628,21,19,0,0,0
10.11.0.40:55854 → 10.11.0.20:9443,0,12.300089836120605,18,224631,4,12479.5,16587.800401109813,80,58683,158.5,0.6674779915674189,1.341025988260905,1.3577002732245032,0.8420910452958251,0.0028224065244779216,0.2222222222222222,5.6875,80,574,185,7240,7240,5845,184,2511,185,7240,7240,10136,4344,18824,15928,39096,39096,58683,0,0,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.00026702880859375,0.00015497207641601563,0.07145881652832031,0.0001201629638671875,0.00003695487976074219,2.6435840129852295,0.29218101501464844,1.015275001525879,0.06864500045776367,0.00009298324584960938,0.000026941299438476563,0.00005507469177246094,0.00020885467529296875,0.00004410743713378906,0.0014340877532958984,0.00007486343383789063,0.0006499290466308594,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506,16401,16401,16401,16401,16401,16401,16401,16401,16401,16401,16401
