flow_display,label,duration_s,total_pkts,total_bytes,pkts_up,mean_pkt_sz,std_pkt_sz,min_pkt_sz,max_pkt_sz,mean_pkt_sz_up,std_iat,mean_iat_up,std_iat_up,std_iat_down,byte_ratio_up,pkt_ratio_up,entropy,seq_size_00,seq_size_01,seq_size_02,seq_size_03,seq_size_04,seq_size_05,seq_size_06,seq_size_07,seq_size_08,seq_size_09,seq_size_10,seq_size_11,seq_size_12,seq_size_13,seq_size_14,seq_size_15,seq_size_16,seq_size_17,seq_size_18,seq_size_19,seq_dir_00,seq_dir_01,seq_dir_02,seq_dir_03,seq_dir_04,seq_dir_05,seq_dir_06,seq_dir_07,seq_dir_08,seq_dir_09,seq_dir_10,seq_dir_11,seq_dir_12,seq_dir_13,seq_dir_14,seq_dir_15,seq_dir_16,seq_dir_17,seq_dir_18,seq_dir_19,seq_iat_00,seq_iat_01,seq_iat_02,seq_iat_03,seq_iat_04,seq_iat_05,seq_iat_06,seq_iat_07,seq_iat_08,seq_iat_09,seq_iat_10,seq_iat_11,seq_iat_12,seq_iat_13,seq_iat_14,seq_iat_15,seq_iat_16,seq_iat_17,seq_iat_18,seq_iat_19,tls_up_03,tls_up_04,tls_up_05,tls_up_06,tls_up_07,tls_up_08,tls_up_09,tls_up_10,tls_up_11,tls_up_12,tls_up_13,tls_up_14,tls_up_15,tls_up_16,tls_up_17,tls_up_18,tls_up_19,tls_down_08,tls_down_09,tls_down_10,tls_down_11,tls_down_12,tls_down_13,tls_down_14,tls_down_15,tls_down_16,tls_down_17,tls_down_18,tls_down_19
10.11.0.30:39036 → 10.11.0.5:8445,6,0.01964712142944336,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0007600735004991909,0.00011646747589111328,0.00013368980347655586,0.0010709254444418058,0.3656532456861134,0.42857142857142855,5.6875,80,287,275,287,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017189979553222656,0.00003910064697265625,0.0000209808349609375,0.00000095367431640625,0.00191497802734375,0.00006198883056640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42106 → 10.11.0.5:8444,5,0.016987085342407227,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00045357117104659507,0.00012958049774169922,0.0001080645195819323,0.0007110584740423926,0.3656532456861134,0.42857142857142855,5.675704882778696,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011515617370605469,0.00003886222839355469,0.000051975250244140625,0.00005316734313964844,0.0011708736419677734,0.000050067901611328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42204 → 10.11.0.5:8444,5,0.012666940689086914,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00028415275653666814,0.00006902217864990234,0.0000777187886540886,0.00039712436902975966,0.3656532456861134,0.42857142857142855,5.613204882778696,80,287,275,90,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102996826171875,0.0000209808349609375,0.000014066696166992188,0.0000050067901611328125,0.0007269382476806641,0.00003814697265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:46466 → 10.11.0.5:8444,5,0.016981124877929688,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0004601024055927608,0.00014793872833251953,0.00015695486385456937,0.0007144604075779011,0.3656532456861134,0.42857142857142855,5.58805425036562,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014781951904296875,0.00005412101745605469,0.00005698204040527344,0.00003695487976074219,0.0011889934539794922,0.00003695487976074219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42114 → 10.11.0.5:8444,5,0.013622045516967773,7,1299,3,185.57142857142858,104.45709987495208,27,287,175.66666666666666,0.00036252827706849286,0.00007653236389160156,0.00008564239617413667,0.0005094466882375023,0.40569668976135487,0.42857142857142855,5.61930425036562,80,287,276,171,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011992454528808594,0.0000171661376953125,0.000015974044799804688,0.0000059604644775390625,0.0009219646453857422,0.0000400543212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:48602 → 10.11.0.5:8445,6,0.01301884651184082,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0003761337224703079,0.00007295608520507813,0.0000832821726575266,0.000529891518433602,0.3656532456861134,0.42857142857142855,5.625,80,287,275,90,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011777877807617188,0.000014066696166992188,0.000014066696166992188,0.000010013580322265625,0.0009539127349853516,0.00003409385681152344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:45942 → 10.11.0.5:8445,6,0.016723155975341797,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0005836858148672813,0.00011146068572998047,0.00011649388928411111,0.0008628493657976532,0.3656532456861134,0.42857142857142855,5.519454882778696,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012087821960449219,0.00004100799560546875,0.000031948089599609375,0.000029087066650390625,0.001483917236328125,0.00006008148193359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39058 → 10.11.0.5:8445,6,0.019234895706176758,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0007233277809736947,0.00015056133270263672,0.00016066378652352805,0.0010762475664379278,0.3656532456861134,0.42857142857142855,5.6875,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001590251922607422,0.00005698204040527344,0.000048160552978515625,0.00003695487976074219,0.0018429756164550781,0.00007104873657226563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53944 → 10.11.0.5:8444,5,0.016582012176513672,7,1216,3,173.71428571428572,110.61753068676815,27,287,148,0.00032826306018234595,0.00009608268737792969,0.0001045241843070172,0.00047807921135055545,0.3651315789473684,0.42857142857142855,5.613204882778696,80,287,287,275,89,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012111663818359375,0.00004291534423828125,0.0000059604644775390625,0.000022172927856445313,0.00084686279296875,0.000051021575927734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39008 → 10.11.0.5:8445,6,0.017394065856933594,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0003318552190714889,0.0000959634780883789,0.00010907604394619375,0.000463821904222728,0.3656532456861134,0.42857142857142855,5.675704882778696,80,287,275,287,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001380443572998047,0.00003504753112792969,0.000015974044799804688,0.00000286102294921875,0.0008540153503417969,0.00005602836608886719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:60638 → 10.11.0.5:8444,5,0.012672185897827148,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0003653902185560275,0.00007295608520507813,0.00008631674575031098,0.0005186042182511497,0.3656532456861134,0.42857142857142855,5.644454882778696,80,287,275,287,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010895729064941406,0.000025033950805664063,0.000007867813110351563,0.0000040531158447265625,0.0009250640869140625,0.000028848648071289063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39068 → 10.11.0.5:8445,6,0.01749110221862793,7,1216,3,173.71428571428572,110.61753068676815,27,287,148,0.0006024964139659192,0.00012099742889404297,0.00014447939669534474,0.0008675622068941892,0.3651315789473684,0.42857142857142855,5.613204882778696,80,287,287,275,89,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164031982421875,0.000050067901611328125,0.000009059906005859375,0.000018835067749023438,0.0015301704406738281,0.00006079673767089844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:45978 → 10.11.0.5:8445,6,0.006223917007446289,7,1216,3,173.71428571428572,110.61753068676815,27,287,148,0.00021010158467980525,0.00004696846008300781,0.00005495949045820582,0.00029650070382390833,0.3651315789473684,0.42857142857142855,5.538909765557392,80,287,275,89,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007891654968261719,0.0000069141387939453125,0.000008106231689453125,0.0000059604644775390625,0.0005340576171875,0.00002002716064453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42130 → 10.11.0.5:8444,5,0.008925199508666992,7,1308,3,186.85714285714286,104.3031296613043,27,287,178.66666666666666,0.00022210644958325118,0.000059485435485839844,0.00006861506937573548,0.00031219399453031454,0.40978593272171254,0.42857142857142855,5.644454882778696,80,287,276,287,180,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008893013000488281,0.000019073486328125,0.000010013580322265625,0.00000095367431640625,0.0005679130554199219,0.000027179718017578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50782 → 10.11.0.5:8444,5,0.01214289665222168,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0004048079395479484,0.00007545948028564453,0.0000854738087800931,0.000581118587141408,0.3656532456861134,0.42857142857142855,5.513759133144316,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009989738464355469,0.00003314018249511719,0.00000286102294921875,0.000015020370483398438,0.0010271072387695313,0.0000438690185546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53338 → 10.11.0.5:8445,6,0.020392179489135742,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0004964151857201824,0.00014400482177734375,0.00016825021925548898,0.0007248311570999458,0.3656532456861134,0.42857142857142855,5.599849367586925,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001900196075439453,0.00005698204040527344,0.000015974044799804688,0.000025033950805664063,0.001277923583984375,0.00007009506225585938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:33256 → 10.11.0.5:8445,6,0.01119089126586914,7,1216,3,173.71428571428572,110.61753068676815,27,287,148,0.00039454376877160087,0.00007152557373046875,0.00008294499786943946,0.0005574234707382591,0.3651315789473684,0.42857142857142855,5.675704882778696,80,287,275,287,89,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010514259338378906,0.000025033950805664063,0.000010967254638671875,0.0000019073486328125,0.0009970664978027344,0.000030994415283203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:54930 → 10.11.0.5:8445,6,0.017672061920166016,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.000602750592678132,0.00012552738189697266,0.00012930653123142288,0.0008937880178376922,0.3656532456861134,0.42857142857142855,5.55680425036562,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001399517059326172,0.00004601478576660156,0.000030994415283203125,0.00003409385681152344,0.0015349388122558594,0.00005793571472167969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:60622 → 10.11.0.5:8444,5,0.01109004020690918,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0003733708762352315,0.00007045269012451172,0.00008277641047539588,0.0005350009323075987,0.3656532456861134,0.42857142857142855,5.5625,80,287,275,287,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009489059448242188,0.00003409385681152344,0,0.000011920928955078125,0.0009441375732421875,0.0000247955322265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42124 → 10.11.0.5:8444,5,0.008714914321899414,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00026959984202169464,0.00005698204040527344,0.00006642343325316899,0.0003571453282894471,0.3656532456861134,0.42857142857142855,5.693599367586925,80,287,275,287,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008606910705566406,0.000017881393432617188,0.000010013580322265625,0,0.000698089599609375,0.00014901161193847656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:46472 → 10.11.0.5:8444,5,0.019312143325805664,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0004562087875262055,0.0001245737075805664,0.00013234110432420727,0.0006758707665581993,0.3656532456861134,0.42857142857142855,5.601409765557392,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014710426330566406,0.000051021575927734375,0.00002002716064453125,0.000030994415283203125,0.0011730194091796875,0.000055789947509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50792 → 10.11.0.5:8444,5,0.012384891510009766,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0003952182068789238,0.0000705718994140625,0.00007991042477665508,0.0005730414397127433,0.3656532456861134,0.42857142857142855,5.613204882778696,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008702278137207031,0.000030994415283203125,0.000009059906005859375,0.000014066696166992188,0.0009999275207519531,0.000030040740966796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53968 → 10.11.0.5:8444,5,0.01707291603088379,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0004040144940549272,0.00010645389556884766,0.00012526043377437707,0.0005775841025987084,0.3656532456861134,0.42857142857142855,5.53125,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012612342834472656,0.00006580352783203125,0.0000030994415283203125,0.000017881393432617188,0.0010361671447753906,0.00004792213439941406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42200 → 10.11.0.5:8444,5,0.012227058410644531,7,1216,3,173.71428571428572,110.61753068676815,27,287,148,0.00036354044301806714,0.0000654458999633789,0.00007400986598512992,0.0005174311037243671,0.3651315789473684,0.42857142857142855,5.581954882778696,80,287,275,287,89,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008797645568847656,0.000029802322387695313,0.0000040531158447265625,0.000009059906005859375,0.0009200572967529297,0.000031948089599609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42186 → 10.11.0.5:8444,5,0.012794971466064453,7,1299,3,185.57142857142858,104.45709987495208,27,287,175.66666666666666,0.0002588371368011619,0.00006699562072753906,0.0000748528029553478,0.0003627331113293381,0.40569668976135487,0.42857142857142855,5.568599367586925,80,287,276,171,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001010894775390625,0.000018835067749023438,0.000014066696166992188,0.0000050067901611328125,0.0006620883941650391,0.000029802322387695313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:45988 → 10.11.0.5:8445,6,0.019496917724609375,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0005269321464175854,0.00012791156768798828,0.00014852549415239057,0.0007453733921329091,0.3656532456861134,0.42857142857142855,5.556804250365621,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001590251922607422,0.00005888938903808594,0.000015020370483398438,0.00002288818359375,0.0013661384582519531,0.00017499923706054688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:33268 → 10.11.0.5:8445,6,0.00902104377746582,7,1315,3,187.85714285714286,104.25997725466306,27,287,181,0.00018236397988813873,0.00005447864532470703,0.00006153439882590528,0.0002557743952793587,0.4129277566539924,0.42857142857142855,5.71875,80,287,276,287,187,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007891654968261719,0.000019073486328125,0.000010013580322265625,0.00000095367431640625,0.0004680156707763672,0.00002288818359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39050 → 10.11.0.5:8445,6,0.01767587661743164,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00034242640206251827,0.0001049041748046875,0.00011025615570449878,0.000510077610059477,0.3656532456861134,0.42857142857142855,5.599849367586925,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012087821960449219,0.00004410743713378906,0.000017881393432617188,0.000026941299438476563,0.0008862018585205078,0.000051021575927734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53982 → 10.11.0.5:8444,5,0.01105809211730957,7,1308,3,186.85714285714286,104.3031296613043,27,287,178.66666666666666,0.00020719180849990254,0.00005745887756347656,0.00006305168537229747,0.00028672789020231076,0.40978593272171254,0.42857142857142855,5.581954882778696,80,287,276,180,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008893013000488281,0.000013113021850585938,0.000012874603271484375,0.000006198883056640625,0.0005350112915039063,0.00004482269287109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42216 → 10.11.0.5:8444,5,0.01202082633972168,7,1308,3,186.85714285714286,104.3031296613043,27,287,178.66666666666666,0.0002551697569817702,0.00007903575897216797,0.0000861481583562674,0.00036456893054713746,0.40978593272171254,0.42857142857142855,5.545009133144316,80,287,276,287,180,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010800361633300781,0.000031948089599609375,0.000006198883056640625,0.000011920928955078125,0.0006580352783203125,0.00003886222839355469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39020 → 10.11.0.5:8445,6,0.009351015090942383,7,1305,3,186.42857142857142,104.34215693709669,27,287,177.66666666666666,0.00018749396328978862,0.00005340576171875,0.0000600171122795131,0.00026259209873477873,0.4084291187739464,0.42857142857142855,5.581954882778696,80,287,276,177,287,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007796287536621094,0.000017881393432617188,0.000010967254638671875,0,0.0004801750183105469,0.00002193450927734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42116 → 10.11.0.5:8444,5,0.018166065216064453,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00041297746745628134,0.00010597705841064453,0.00012290021025776699,0.000589767877653832,0.3656532456861134,0.42857142857142855,5.581954882778696,80,287,275,287,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014281272888183594,0.000050067901611328125,0.0000019073486328125,0.0000171661376953125,0.0010578632354736328,0.00005507469177246094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42238 → 10.11.0.5:8444,5,0.011248111724853516,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0003716637786438196,0.00007450580596923828,0.00007704443907791429,0.0005441364052278206,0.3656532456861134,0.42857142857142855,5.550704882778696,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008606910705566406,0.000032901763916015625,0.000010013580322265625,0.00002002716064453125,0.0009438991546630859,0.000030040740966796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:46454 → 10.11.0.5:8444,5,0.0062291622161865234,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0001901002548839602,0.000041961669921875,0.000048215994696462776,0.00027358352747810214,0.3656532456861134,0.42857142857142855,5.59375,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005793571472167969,0.00001811981201171875,0,0.000007867813110351563,0.0004830360412597656,0.000015974044799804688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:33280 → 10.11.0.5:8445,6,0.011507034301757813,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.00033606005785291745,0.00006902217864990234,0.0000790674878064372,0.00047393273900710875,0.3656532456861134,0.42857142857142855,5.568599367586925,80,287,275,287,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001010894775390625,0.00002384185791015625,0.000010967254638671875,0.0000021457672119140625,0.0008530616760253906,0.000033855438232421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39024 → 10.11.0.5:8445,6,0.017637014389038086,7,1217,3,173.85714285714286,110.49046500555085,27,287,148.33333333333334,0.0005074159282337763,0.00011897087097167969,0.0001257661959565078,0.0007556380512430068,0.3656532456861134,0.42857142857142855,5.6875,80,287,287,275,90,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013208389282226563,0.00004601478576660156,0.000029802322387695313,0.000030040740966796875,0.0012969970703125,0.000050067901611328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
